0.085028,0.06505,-0.022077
0.084,-0.0655,-0.0207
-0.083061,0.06617,-0.021125
-0.083579,-0.064905,-0.021163
0.085588,0.064422,-0.022221
0.084,-0.0655,-0.0204
-0.082784,0.067265,-0.01837
-0.084079,-0.063932,-0.019795
0.086108,0.063846,-0.022298
0.084,-0.0655,-0.0201
-0.082526,0.068294,-0.015591
-0.084543,-0.06302,-0.018454
0.086557,0.063359,-0.022211
0.084,-0.0655,-0.0198
-0.082302,0.069211,-0.012809
-0.084945,-0.062216,-0.017141
0.086912,0.06299,-0.021875
0.084,-0.0655,-0.0195
-0.082127,0.069981,-0.010055
-0.085266,-0.061554,-0.015851
0.087157,0.062758,-0.021227
0.084,-0.0655,-0.0192
-0.082008,0.070578,-0.0073733
-0.085491,-0.061059,-0.014572
0.087284,0.062672,-0.020224
0.084,-0.0655,-0.0189
-0.08195,0.07099,-0.004818
-0.085617,-0.060742,-0.013287
0.087296,0.062727,-0.018852
0.084,-0.0655,-0.0186
-0.081951,0.071219,-0.0024521
-0.085645,-0.0606,-0.011974
0.087204,0.062906,-0.01712
0.084,-0.0655,-0.0183
-0.082007,0.071278,-0.00034194
-0.085588,-0.060616,-0.010612
0.087028,0.063183,-0.015059
0.084,-0.0655,-0.018
-0.082108,0.071196,0.0014489
-0.085463,-0.060762,-0.0091787
0.086792,0.063524,-0.012714
0.084,-0.0655,-0.0177
-0.082241,0.071009,0.0028662
-0.085293,-0.061,-0.0076609
0.086526,0.063891,-0.010144
0.084,-0.0655,-0.0174
-0.082397,0.070759,0.0038716
-0.085104,-0.061289,-0.0060508
0.086258,0.064246,-0.0074079
0.084,-0.0655,-0.0171
-0.082561,0.070491,0.0044482
-0.084923,-0.061586,-0.0043508
0.086014,0.064554,-0.0045678
0.084,-0.0655,-0.0168
-0.082724,0.070245,0.0046049
-0.084771,-0.061854,-0.0025736
0.085816,0.064787,-0.0016799
0.084,-0.0655,-0.0165
-0.082878,0.070054,0.0043777
-0.084669,-0.062062,-0.00074134
0.085678,0.064925,0.0012049
0.084,-0.0655,-0.0162
-0.083017,0.069942,0.0038298
-0.084628,-0.062188,0.0011162
0.085608,0.064959,0.0040424
0.084,-0.0655,-0.0159
-0.083138,0.069918,0.0030478
-0.084653,-0.062226,0.0029648
0.085605,0.064892,0.0067935
0.084,-0.0655,-0.0156
-0.083241,0.069979,0.0021367
-0.084742,-0.062178,0.0047691
0.08566,0.064733,0.0094228
0.084,-0.0655,-0.0153
-0.083327,0.070109,0.0012127
-0.084885,-0.062059,0.0064959
0.085758,0.064503,0.011896
0.084,-0.0655,-0.015
-0.083399,0.070281,0.00039372
-0.085068,-0.061894,0.0081172
0.085882,0.064227,0.014181
0.084,-0.0655,-0.0147
-0.083458,0.070462,-0.00020885
-0.085272,-0.061711,0.0096114
0.086011,0.06393,0.016244
0.084,-0.0655,-0.0144
-0.083509,0.070618,-0.00049982
-0.085478,-0.061542,0.010964
0.086125,0.063641,0.01805
0.084,-0.0655,-0.0141
-0.083552,0.070717,-0.00040804
-0.085666,-0.061416,0.012165
0.086208,0.063381,0.01957
0.084,-0.0655,-0.0138
-0.083588,0.070733,0.00010717
-0.085821,-0.061356,0.013208
0.086246,0.063168,0.020775
0.084,-0.0655,-0.0135
-0.083619,0.070651,0.0010518
-0.08593,-0.061378,0.014089
0.086235,0.063011,0.021642
0.084,-0.0655,-0.0132
-0.083642,0.070469,0.0023954
-0.085989,-0.061486,0.0148
0.086174,0.062911,0.022156
0.084,-0.0655,-0.0129
-0.083655,0.070197,0.0040722
-0.086,-0.061673,0.01533
0.086071,0.062861,0.022311
0.084,-0.0655,-0.0126
