Force_x0y0z0_x1y1z1_..._status0123:
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,-0.160462,-0.0890211,0.0482354,-0.00786293,0.013309,-0.0171204,-0.0121109,0.0955945,0.180225,0.00856945,-0.0062901,
0,-0.20287,-0.115727,0.0747648,-0.0102218,0.0178279,-0.0222566,-0.0444299,0.124273,0.234502,0.0111403,-0.239506,
1.73705,0.071026,0.0216622,0.231414,0.642996,-0.185607,-0.16833,-0.0419194,-0.174995,-0.14336,-0.508237,-1.94154,
1.73705,0.071026,0.0216622,0.231414,0.642996,-0.185607,-0.16833,-0.0419194,-0.174995,-0.14336,-0.508237,-1.94154,
1.49759,0.143463,-0.0257129,0.176603,0.547611,-0.257676,-0.131841,-0.0936223,-0.113637,-0.277696,-0.452366,-1.82718,
1.01859,0.155413,-0.0962741,0.0865157,0.343393,-0.289077,-0.0750752,-0.134516,-0.00851312,-0.333249,-0.311943,-1.34051,
0.522955,0.200904,-0.189174,-0.0555799,0.118697,-0.277287,-0.0107959,-0.202906,0.117633,-0.304396,-0.158891,-0.92872,
0.522955,0.200904,-0.189174,-0.0555799,0.118697,-0.277287,-0.0107959,-0.202906,0.117633,-0.304396,-0.158891,-0.92872,
0.226789,0.193449,-0.245996,-0.114355,-0.0238696,-0.285119,0.0219778,-0.230408,0.188839,-0.31115,-0.0458729,-0.670205,
0.0323095,0.174143,-0.285454,-0.146969,-0.111791,-0.292573,0.0478728,-0.237884,0.229046,-0.326272,0.0407935,-0.529929,
-0.057597,0.164444,-0.310706,-0.156701,-0.146146,-0.305015,0.0659794,-0.232265,0.244653,-0.34566,0.0890904,-0.43585,
-0.057597,0.164444,-0.310706,-0.156701,-0.146146,-0.305015,0.0659794,-0.232265,0.244653,-0.34566,0.0890904,-0.43585,
-0.170677,0.216717,-0.360495,0.0331498,-0.194703,-0.291598,0.0797395,0.0466032,0.285234,-0.314295,0.139916,-0.227909,
-0.227054,0.201808,-0.37989,0.0810962,-0.205756,-0.290049,0.0874039,0.122406,0.296056,-0.322054,0.160457,-0.155409,
-0.231227,0.181962,-0.385767,0.104489,-0.205158,-0.299927,0.0881557,0.155326,0.297703,-0.332604,0.174085,-0.128838,
-0.231227,0.181962,-0.385767,0.104489,-0.205158,-0.299927,0.0881557,0.155326,0.297703,-0.332604,0.174085,-0.128838,
-0.238046,-0.0763473,-0.381243,0.105247,-0.205106,-0.144309,0.0887916,0.166915,0.304657,-0.292698,0.184503,-0.11995,
0.106217,0.136416,-0.417695,0.0690798,0.0413208,-0.242567,0.0957729,0.169736,0.207414,-0.292538,0.2046,-0.0277465,
0.106217,0.136416,-0.417695,0.0690798,0.0413208,-0.242567,0.0957729,0.169736,0.207414,-0.292538,0.2046,-0.0277465,
0.274737,0.171721,-0.434792,0.0627341,0.158926,-0.280779,0.0965305,0.176832,0.159628,-0.312114,0.211212,0.00979445,
-0.168091,0.172595,-0.43376,0.0562362,-0.137637,-0.303612,0.0980946,0.173887,0.288487,-0.332742,0.212613,0.0187288,
0.071921,0.229736,-0.45455,0.0190878,0.048862,-0.292886,0.101549,0.188491,0.22767,-0.284053,0.238306,0.104563,
0.071921,0.229736,-0.45455,0.0190878,0.048862,-0.292886,0.101549,0.188491,0.22767,-0.284053,0.238306,0.104563,
0.151127,0.229761,-0.460787,0.00794323,0.109474,-0.299345,0.102586,0.19403,0.20763,-0.29482,0.246014,0.137767,
0.180395,0.231511,-0.467046,0.00459987,0.126487,-0.31322,0.109375,0.195692,0.202342,-0.318854,0.23886,0.147728,
0.203672,-0.0496586,-0.464536,0.00359686,0.141302,-0.15725,0.104933,0.195032,0.196549,-0.288578,0.246181,0.143263,
0.203672,-0.0496586,-0.464536,0.00359686,0.141302,-0.15725,0.104933,0.195032,0.196549,-0.288578,0.246181,0.143263,
0.159397,0.162845,-0.491043,-0.0499667,0.126818,-0.25798,0.110115,0.187445,0.222623,-0.286665,0.245538,0.200268,
0.153319,0.190627,-0.494684,-0.0571194,0.1282,-0.29299,0.105963,0.195189,0.221743,-0.304227,0.247932,0.222135,
0.15137,0.191232,-0.494008,-0.0652992,0.129499,-0.322174,0.110098,0.197906,0.214722,-0.324966,0.252954,0.221621,
0.15137,0.191232,-0.494008,-0.0652992,0.129499,-0.322174,0.110098,0.197906,0.214722,-0.324966,0.252954,0.221621,
0.165211,-0.0614818,-0.489414,-0.0571027,0.139362,-0.164054,0.107301,0.203434,0.208723,-0.28428,0.249572,0.230564,
0.123709,0.151533,-0.146824,-0.0895183,0.122749,-0.260694,0.0704907,0.191639,0.234732,-0.287107,-0.147887,0.281996,
0.111232,0.194522,-0.259478,-0.100855,0.117629,-0.303792,0.0127035,0.196791,0.242871,-0.302437,-0.246355,0.314815,
0.111232,0.194522,-0.259478,-0.100855,0.117629,-0.303792,0.0127035,0.196791,0.242871,-0.302437,-0.246355,0.314815,
0.115914,-0.0715964,-0.428026,-0.080094,0.145172,-0.0530868,0.164288,0.215895,0.227209,0.0865434,-0.349553,0.325573,
0.0701335,-0.151432,-0.474185,-0.0845048,0.130331,0.0221248,0.205742,0.218026,0.239339,0.203237,-0.385414,0.327113,
-0.00909295,0.214564,0.200785,-0.172129,0.136984,-0.17189,-0.00898073,0.112066,0.0292413,-0.055141,-0.270881,-0.0787884,
-0.00909295,0.214564,0.200785,-0.172129,0.136984,-0.17189,-0.00898073,0.112066,0.0292413,-0.055141,-0.270881,-0.0787884,
-0.0256313,0.27908,0.412179,-0.199934,0.107719,-0.254407,-0.0845239,0.0891752,0.189096,-0.184694,-0.225138,-0.182523,
-0.0217704,0.260844,0.499994,-0.190227,0.108301,-0.298867,-0.10225,0.13314,0.23963,-0.244647,-0.21326,-0.00501961,
-0.0676451,0.292767,0.508012,-0.230966,0.162398,-0.28599,-0.114969,0.0848493,-0.200395,-0.212849,-0.186799,-0.151165,
-0.0676451,0.292767,0.508012,-0.230966,0.162398,-0.28599,-0.114969,0.0848493,-0.200395,-0.212849,-0.186799,-0.151165,
-0.0797337,0.270339,0.528899,-0.235784,0.107359,-0.308555,-0.114321,0.0863364,0.137554,-0.243108,-0.180853,-0.194482,
-0.0815838,0.248529,0.0814112,-0.223665,0.0989467,-0.33285,-0.214152,0.100753,0.222794,-0.271732,-0.136665,-0.207524,
-0.0605666,-0.0210904,-0.052835,-0.233512,0.11066,-0.183169,-0.244102,0.089697,0.242186,-0.265737,-0.123409,-0.218613,
-0.0605666,-0.0210904,-0.052835,-0.233512,0.11066,-0.183169,-0.244102,0.089697,0.242186,-0.265737,-0.123409,-0.218613,
-0.117254,0.200314,0.33338,-0.262068,0.153899,-0.286468,-0.150264,0.0772517,-0.196947,-0.261886,-0.143183,-0.205603,
-0.112788,0.246046,0.453602,-0.275132,0.142193,-0.336222,-0.126326,0.0683912,-0.100481,-0.280539,-0.153859,-0.204093,
-0.149913,-0.0161045,0.27378,-0.280589,0.107197,-0.185537,-0.173984,0.0731055,0.159587,-0.260888,-0.127467,-0.193161,
-0.149913,-0.0161045,0.27378,-0.280589,0.107197,-0.185537,-0.173984,0.0731055,0.159587,-0.260888,-0.127467,-0.193161,
0.0555282,-0.117229,0.01179,-0.271605,0.0599821,-0.147486,-0.233838,0.0781919,0.246873,-0.261684,-0.100385,-0.188171,
0.243248,0.152655,0.356975,-0.0724803,0.0539309,-0.276584,-0.158356,0.0181234,-0.152107,-0.255229,-0.105049,-0.154102,
0.306633,0.233592,0.46657,0.000777194,0.0584529,-0.344046,-0.134637,0.0120354,-0.280932,-0.274739,-0.106874,-0.158761,
0.306633,0.233592,0.46657,0.000777194,0.0584529,-0.344046,-0.134637,0.0120354,-0.280932,-0.274739,-0.106874,-0.158761,
0.347042,-0.0197087,0.273354,-0.206566,0.0333171,-0.195261,-0.176487,0.0515544,-0.0910504,-0.264497,-0.0871111,-0.147737,
0.290749,-0.0451897,0.424891,0.132499,0.0303002,-0.129433,-0.141023,-0.0605165,-0.253848,-0.227693,-0.0814443,-0.147435,
0.290749,-0.0451897,0.424891,0.132499,0.0303002,-0.129433,-0.141023,-0.0605165,-0.253848,-0.227693,-0.0814443,-0.147435,
0.289745,-0.0752781,0.481066,0.229667,0.0432398,-0.123198,-0.133639,-0.0961508,-0.302454,-0.23581,-0.0785428,-0.12789,
0.289745,-0.0752781,0.481066,0.229667,0.0432398,-0.123198,-0.133639,-0.0961508,-0.302454,-0.23581,-0.0785428,-0.12789,
0.316311,-0.11237,0.273743,0.282862,0.0613866,-0.132895,-0.17571,-0.0873466,-0.329837,-0.250799,-0.0528124,-0.112845,
0.347126,-0.151529,-0.00516077,0.0983902,0.0459701,0.0190853,-0.245774,-0.018715,-0.110793,0.0934724,-0.034335,-0.0777946,
0.347126,-0.151529,-0.00516077,0.0983902,0.0459701,0.0190853,-0.245774,-0.018715,-0.110793,0.0934724,-0.034335,-0.0777946,
0.164706,-0.347171,0.320358,0.1662,-0.0228897,0.00739387,-0.162515,-0.103807,-0.222754,-0.215914,-0.0194632,0.0195259,
0.179575,-0.320007,0.411986,0.219644,-0.0024482,0.100215,-0.135992,-0.0984629,-0.274484,-0.157334,-0.0287213,0.069536,
0.191097,-0.265237,0.45153,0.244616,0.00822084,0.192976,-0.124587,-0.0862382,-0.292335,-0.0322542,-0.0394785,0.0892888,
0.191097,-0.265237,0.45153,0.244616,0.00822084,0.192976,-0.124587,-0.0862382,-0.292335,-0.0322542,-0.0394785,0.0892888,
0.2246,-0.203929,0.474169,0.26551,0.0373519,0.246106,-0.124215,-0.0668647,-0.315602,0.0535198,-0.0415241,0.102306,
0.157968,-0.303806,0.4643,0.228005,-0.00213383,0.166671,-0.124158,-0.0772807,-0.28878,-0.0733901,-0.0290933,0.199713,
0.153806,-0.2437,0.463062,0.234675,0.00132903,0.194035,-0.116978,-0.0594919,-0.287423,-0.00966409,-0.028328,0.238212,
0.153806,-0.2437,0.463062,0.234675,0.00132903,0.194035,-0.116978,-0.0594919,-0.287423,-0.00966409,-0.028328,0.238212,
0.166734,-0.182547,0.467187,0.242689,0.013062,0.23518,-0.120054,-0.0530069,-0.298361,0.0726155,-0.0260532,0.263379,
0.207665,-0.1492,0.479076,0.249605,0.0456343,0.268041,-0.1246,-0.0493108,-0.31461,0.140184,-0.023816,0.25161,
0.115155,-0.256065,0.463104,0.192666,-0.0111799,0.181466,-0.115315,-0.074281,-0.277188,-0.0163063,-0.00787462,0.329824,
0.115155,-0.256065,0.463104,0.192666,-0.0111799,0.181466,-0.115315,-0.074281,-0.277188,-0.0163063,-0.00787462,0.329824,
0.115717,-0.227877,0.464375,0.180027,-0.00838287,0.202425,-0.111158,-0.0814253,-0.281576,0.046393,-0.00378026,0.326849,
0.151277,-0.176236,0.464872,0.186838,0.0158108,0.232984,-0.109363,-0.0809351,-0.293078,0.116107,-0.00276016,0.320445,
0.151277,-0.176236,0.464872,0.186838,0.0158108,0.232984,-0.109363,-0.0809351,-0.293078,0.116107,-0.00276016,0.320445,
0.0731484,-0.264767,0.449882,0.144783,-0.0280614,0.156726,-0.103786,-0.0673674,-0.26106,-0.0235236,0.0151901,0.451407,
0.0764152,-0.232798,0.449969,0.168367,-0.0271252,0.176055,-0.105746,-0.052661,-0.264317,0.027194,0.0154505,0.461758,
0.112717,-0.187417,0.456041,0.175443,-0.0022157,0.213314,-0.102227,-0.048249,-0.282693,0.114564,0.000687315,0.464863,
0.112717,-0.187417,0.456041,0.175443,-0.0022157,0.213314,-0.102227,-0.048249,-0.282693,0.114564,0.000687315,0.464863,
0.132218,-0.147347,0.45797,0.189515,0.0157062,0.240942,-0.0992656,-0.0235734,-0.293094,0.184348,-0.0110935,0.482384,
0.0386378,-0.232273,0.437319,0.125744,-0.027509,0.171289,-0.0947939,-0.053076,-0.261675,0.0479882,0.00363547,0.563759,
0.0386378,-0.232273,0.437319,0.125744,-0.027509,0.171289,-0.0947939,-0.053076,-0.261675,0.0479882,0.00363547,0.563759,
0.0442847,-0.199143,0.443324,0.115532,-0.0245144,0.182637,-0.0887742,-0.0586066,-0.252364,0.0868024,-0.000432427,0.549372,
0.0442847,-0.199143,0.443324,0.115532,-0.0245144,0.182637,-0.0887742,-0.0586066,-0.252364,0.0868024,-0.000432427,0.549372,
0.0851316,-0.159235,0.449744,0.140513,-0.0052599,0.204339,-0.0900704,-0.0335359,-0.2707,0.155024,-0.00672944,0.570346,
0.196224,-0.451347,0.249749,0.220723,0.050398,0.2336,-0.140983,0.00944652,-0.317848,0.281832,-0.0337912,0.45941,
0.141636,-0.531329,0.390233,0.220723,0.0146881,0.237085,-0.106995,0.00944652,-0.289253,0.317665,-0.0426099,0.45941,
0.141636,-0.531329,0.390233,0.190155,0.0146881,0.237085,-0.106995,-0.000526974,-0.289253,0.317665,-0.0426099,0.502128,
0.04895,-0.547672,0.423284,0.115849,-0.0247593,0.232837,-0.0939218,-0.0289857,-0.255155,0.326207,-0.00693089,0.596637,
0.0157234,-0.560227,0.437685,0.116262,-0.0338897,0.236856,-0.0943709,-0.00941962,-0.252873,0.330978,-0.0010404,0.650062,
0.0157234,-0.560227,0.437685,0.116262,-0.0338897,0.236856,-0.0943709,-0.00941962,-0.252873,0.330978,-0.0010404,0.650062,
0.0321861,-0.571644,0.435978,0.111801,-0.0253156,0.243355,-0.0959193,-0.00758623,-0.25038,0.334618,0.00131215,0.670082,
-0.0351641,-0.567418,0.420286,0.063537,-0.058468,0.238332,-0.092567,-0.00767408,-0.220995,0.320694,0.0267761,0.794053,
-0.0351641,-0.567418,0.420286,0.063537,-0.058468,0.238332,-0.092567,-0.00767408,-0.220995,0.320694,0.0267761,0.794053,
-0.0497864,-0.56615,0.41556,0.0535316,-0.0684399,0.238505,-0.0915621,-0.00735914,-0.218815,0.329324,0.0343999,0.805499,
-0.0277798,-0.56577,0.421655,0.055078,-0.0588464,0.238557,-0.0813988,0.00012601,-0.22362,0.331913,0.0259607,0.825479,
-0.00168246,-0.565656,0.422122,0.0600657,-0.0467385,0.238572,-0.0819887,0.00637914,-0.235699,0.33269,0.0117911,0.825617,
-0.00168246,-0.565656,0.422122,0.0600657,-0.0467385,0.238572,-0.0819887,0.00637914,-0.235699,0.33269,0.0117911,0.825617,
-0.0852762,-0.559884,0.402452,0.00401153,-0.0881803,0.239076,-0.0730235,-0.00579531,-0.19971,0.333131,0.0302202,0.879105,
-0.0715154,-0.556239,0.417844,0.00232469,-0.0845843,0.233435,-0.0734788,0.000556552,-0.195962,0.330846,0.0171784,0.905084,
-0.0409493,-0.562797,0.427179,-0.00422164,-0.0696789,0.237035,-0.0769163,0.00249667,-0.207493,0.33237,0.00803765,0.905173,
-0.0409493,-0.562797,0.427179,-0.00422164,-0.0696789,0.237035,-0.0769163,0.00249667,-0.207493,0.33237,0.00803765,0.905173,
-0.128337,-0.570501,0.404096,-0.0258583,-0.1063,0.237617,-0.0676145,0.00736331,-0.18635,0.332619,0.0143572,1.01781,
-0.121311,-0.559424,0.401829,-0.00526524,-0.0999492,0.232997,-0.0670275,0.0328979,-0.187738,0.330693,0.00387088,1.0232,
-0.0873544,-0.556101,0.40712,0.000905474,-0.0868556,0.232451,-0.0640277,0.0327041,-0.192957,0.336518,-0.00702265,0.97409,
-0.0873544,-0.556101,0.40712,0.000905474,-0.0868556,0.232451,-0.0640277,0.0327041,-0.192957,0.336518,-0.00702265,0.97409,
-0.0508726,-0.562755,0.419408,0.00724455,-0.0678808,0.23674,-0.0638233,0.0383296,-0.214622,0.334071,-0.023307,0.967946,
-0.140616,-0.570489,0.403143,-0.0469012,-0.122176,0.235849,-0.0547752,0.0202497,-0.181476,0.320322,-0.00538147,1.03033,
-0.118895,-0.572809,0.398222,-0.0448996,-0.105126,0.237261,-0.0520705,0.0331867,-0.192566,0.329004,-2.94286e-06,1.04275,
