0.08396,0.0655,-0.021,
0.084,-0.0655,-0.0207,
-0.08404,0.0655,-0.021,
-0.08404,-0.0655,-0.021,
0.08392,0.0655,-0.021,
0.084,-0.0655,-0.0204,
-0.08408,0.0655,-0.021,
-0.08408,-0.0655,-0.021,
0.08388,0.0655,-0.021,
0.084,-0.0655,-0.0201,
-0.08412,0.0655,-0.021,
-0.08412,-0.0655,-0.021,
0.08384,0.0655,-0.021,
0.084,-0.0655,-0.0198,
-0.08416,0.0655,-0.021,
-0.08416,-0.0655,-0.021,
0.0838,0.0655,-0.021,
0.084,-0.0655,-0.0195,
-0.0842,0.0655,-0.021,
-0.0842,-0.0655,-0.021,
0.08376,0.0655,-0.021,
0.084,-0.0655,-0.0192,
-0.08424,0.0655,-0.021,
-0.08424,-0.0655,-0.021,
0.08372,0.0655,-0.021,
0.084,-0.0655,-0.0189,
-0.08428,0.0655,-0.021,
-0.08428,-0.0655,-0.021,
0.08368,0.0655,-0.021,
0.084,-0.0655,-0.0186,
-0.08432,0.0655,-0.021,
-0.08432,-0.0655,-0.021,
0.08364,0.0655,-0.021,
0.084,-0.0655,-0.0183,
-0.08436,0.0655,-0.021,
-0.08436,-0.0655,-0.021,
0.0836,0.0655,-0.021,
0.084,-0.0655,-0.018,
-0.0844,0.0655,-0.021,
-0.0844,-0.0655,-0.021,
0.08356,0.0655,-0.021,
0.084,-0.0655,-0.0177,
-0.08444,0.0655,-0.021,
-0.08444,-0.0655,-0.021,
0.08352,0.0655,-0.021,
0.084,-0.0655,-0.0174,
-0.08448,0.0655,-0.021,
-0.08448,-0.0655,-0.021,
0.08348,0.0655,-0.021,
0.084,-0.0655,-0.0171,
-0.08452,0.0655,-0.021,
-0.08452,-0.0655,-0.021,
0.08344,0.0655,-0.021,
0.084,-0.0655,-0.0168,
-0.08456,0.0655,-0.021,
-0.08456,-0.0655,-0.021,
0.0834,0.0655,-0.021,
0.084,-0.0655,-0.0165,
-0.0846,0.0655,-0.021,
-0.0846,-0.0655,-0.021,
0.08336,0.0655,-0.021,
0.084,-0.0655,-0.0162,
-0.08464,0.0655,-0.021,
-0.08464,-0.0655,-0.021,
0.08332,0.0655,-0.021,
0.084,-0.0655,-0.0159,
-0.08468,0.0655,-0.021,
-0.08468,-0.0655,-0.021,
0.08328,0.0655,-0.021,
0.084,-0.0655,-0.0156,
-0.08472,0.0655,-0.021,
-0.08472,-0.0655,-0.021,
0.08324,0.0655,-0.021,
0.084,-0.0655,-0.0153,
-0.08476,0.0655,-0.021,
-0.08476,-0.0655,-0.021,
0.0832,0.0655,-0.021,
0.084,-0.0655,-0.015,
-0.0848,0.0655,-0.021,
-0.0848,-0.0655,-0.021,
0.08316,0.0655,-0.021,
0.084,-0.0655,-0.0147,
-0.08484,0.0655,-0.021,
-0.08484,-0.0655,-0.021,
0.08312,0.0655,-0.021,
0.084,-0.0655,-0.0144,
-0.08488,0.0655,-0.021,
-0.08488,-0.0655,-0.021,
0.08308,0.0655,-0.021,
0.084,-0.0655,-0.0141,
-0.08492,0.0655,-0.021,
-0.08492,-0.0655,-0.021,
0.08304,0.0655,-0.021,
0.084,-0.0655,-0.0138,
-0.08496,0.0655,-0.021,
-0.08496,-0.0655,-0.021,
0.083,0.0655,-0.021,
0.084,-0.0655,-0.0135,
-0.085,0.0655,-0.021,
-0.085,-0.0655,-0.021,
0.08296,0.0655,-0.021,
0.084,-0.0655,-0.0132,
-0.08504,0.0655,-0.021,
-0.08504,-0.0655,-0.021,
0.08292,0.0655,-0.021,
0.084,-0.0655,-0.0129,
-0.08508,0.0655,-0.021,
-0.08508,-0.0655,-0.021,
0.08288,0.0655,-0.021,
0.084,-0.0655,-0.0126,
-0.08512,0.0655,-0.021,
-0.08512,-0.0655,-0.021,
0.08284,0.0655,-0.021,
0.084,-0.0655,-0.0123,
-0.08516,0.0655,-0.021,
-0.08516,-0.0655,-0.021,
0.0828,0.0655,-0.021,
0.084,-0.0655,-0.012,
-0.0852,0.0655,-0.021,
-0.0852,-0.0655,-0.021,
0.08276,0.0655,-0.021,
0.084,-0.0655,-0.0117,
-0.08524,0.0655,-0.021,
-0.08524,-0.0655,-0.021,
0.08272,0.0655,-0.021,
0.084,-0.0655,-0.0114,
-0.08528,0.0655,-0.021,
-0.08528,-0.0655,-0.021,
0.08268,0.0655,-0.021,
0.084,-0.0655,-0.0111,
-0.08532,0.0655,-0.021,
-0.08532,-0.0655,-0.021,
0.08264,0.0655,-0.021,
0.084,-0.0655,-0.0108,
-0.08536,0.0655,-0.021,
-0.08536,-0.0655,-0.021,
0.0826,0.0655,-0.021,
0.084,-0.0655,-0.0105,
-0.0854,0.0655,-0.021,
-0.0854,-0.0655,-0.021,
0.08256,0.0655,-0.021,
0.084,-0.0655,-0.0102,
-0.08544,0.0655,-0.021,
-0.08544,-0.0655,-0.021,
0.08252,0.0655,-0.021,
0.084,-0.0655,-0.0099,
-0.08548,0.0655,-0.021,
-0.08548,-0.0655,-0.021,
0.08248,0.0655,-0.021,
0.084,-0.0655,-0.0096,
-0.08552,0.0655,-0.021,
-0.08552,-0.0655,-0.021,
0.08244,0.0655,-0.021,
0.084,-0.0655,-0.0093,
-0.08556,0.0655,-0.021,
-0.08556,-0.0655,-0.021,
0.0824,0.0655,-0.021,
0.084,-0.0655,-0.009,
-0.0856,0.0655,-0.021,
-0.0856,-0.0655,-0.021,
0.08236,0.0655,-0.021,
0.084,-0.0655,-0.0087,
-0.08564,0.0655,-0.021,
-0.08564,-0.0655,-0.021,
0.08232,0.0655,-0.021,
0.084,-0.0655,-0.0084,
-0.08568,0.0655,-0.021,
-0.08568,-0.0655,-0.021,
0.08228,0.0655,-0.021,
0.084,-0.0655,-0.0081,
