Angle_pitch_roll_yaw:
4.40157,0.0441019,-0.810134,
4.40147,0.0441019,-0.810038,
4.40147,0.0441978,-0.809942,
4.40147,0.0443896,-0.809942,
4.40128,0.0449648,-0.810229,
4.40128,0.0458277,-0.810421,
4.40224,0.0472658,-0.809846,
4.40406,0.0487998,-0.808887,
4.40636,0.0498544,-0.807545,
4.40876,0.0504296,-0.80649,
4.41058,0.050909,-0.806203,
4.41192,0.0513884,-0.806299,
4.41326,0.0522512,-0.806299,
4.4148,0.0533058,-0.805819,
4.41604,0.0540728,-0.805723,
4.417,0.0545522,-0.805915,
4.41796,0.0550316,-0.806107,
4.41892,0.0557027,-0.806203,
4.41988,0.0564697,-0.806394,
4.42084,0.056949,-0.806299,
4.42151,0.0574284,-0.806107,
4.42237,0.0579078,-0.805915,
-1.85986,0.0582913,-0.805532,
-1.85899,0.0585789,-0.805436,
-1.85832,0.0586748,-0.805723,
-1.85755,0.0591541,-0.805915,
-1.85669,0.0599211,-0.806299,
-1.85583,0.060784,-0.80649,
-1.85545,0.0612634,-0.806778,
-1.85545,0.0616468,-0.807161,
-1.85554,0.0620303,-0.807641,
-1.85516,0.0627973,-0.807641,
-1.85468,0.0637561,-0.807737,
-1.85439,0.0644272,-0.807737,
-1.85439,0.0647148,-0.807928,
-1.8543,0.0648107,-0.807928,
-1.8541,0.0649066,-0.808024,
-1.85372,0.0651942,-0.808024,
-1.85343,0.0652901,-0.808408,
-1.85353,0.0650983,-0.809079,
-1.85391,0.0646189,-0.809942,
-1.8541,0.0645231,-0.810709,
-1.8541,0.0646189,-0.811284,
-1.8542,0.0646189,-0.811859,
-1.85477,0.0645231,-0.81253,
-1.85573,0.0641396,-0.813489,
-1.8566,0.0637561,-0.814256,
-1.85708,0.0636602,-0.814831,
-1.85746,0.0637561,-0.815598,
-1.85784,0.0637561,-0.816365,
-1.85813,0.0631808,-0.817228,
-1.85823,0.062318,-0.818091,
-1.85823,0.0613592,-0.818954,
-1.85803,0.0604005,-0.819625,
-1.85784,0.0594418,-0.8202,
-1.85803,0.058483,-0.820776,
-1.85842,0.0573325,-0.821255,
-1.85909,0.0562779,-0.82183,
-1.85976,0.0553192,-0.822693,
-1.86043,0.0545522,-0.82346,
4.42227,0.0542646,-0.824227,
4.42218,0.0542646,-0.824802,
4.42189,0.0542646,-0.825473,
4.4216,0.0538811,-0.826145,
4.42122,0.0536893,-0.82672,
4.42112,0.0539769,-0.827295,
4.42112,0.0546481,-0.827774,
4.42093,0.0549357,-0.82835,
4.42055,0.0547439,-0.829021,
4.42064,0.0544563,-0.829596,
4.42064,0.0547439,-0.830267,
4.42017,0.0553192,-0.831226,
4.4193,0.0559903,-0.83228,
4.41873,0.0565655,-0.83276,
4.41844,0.0567573,-0.83276,
4.41834,0.0565655,-0.832568,
4.41834,0.056182,-0.83228,
4.41834,0.0557027,-0.832185,
4.41854,0.0551274,-0.83228,
4.41863,0.0548398,-0.832664,
4.41854,0.0548398,-0.833239,
4.41844,0.0550316,-0.833814,
4.41825,0.0551274,-0.83439,
4.41796,0.0553192,-0.834965,
4.41758,0.0555109,-0.83554,
4.417,0.0558944,-0.83602,
4.41652,0.0562779,-0.836403,
4.41643,0.0566614,-0.836595,
4.41662,0.0570449,-0.836787,
4.41681,0.0572367,-0.837074,
4.41691,0.0573325,-0.837458,
4.41691,0.057716,-0.837937,
4.417,0.0580036,-0.83832,
4.4171,0.058483,-0.838704,
4.41729,0.0589624,-0.839183,
4.41748,0.0596335,-0.839663,
4.41758,0.0602087,-0.840238,
4.41786,0.060784,-0.840813,
4.41815,0.0612634,-0.841388,
4.41834,0.061551,-0.841868,
4.41863,0.0618386,-0.842539,
